date,day_of_week,montemp_fth,,rain,snow,holiday,local_event,end_of_month,people
2016-12-22,Thursday,12,16.7,0,0,0,0,0,50
2016-12-23,Friday,12,24.9,0,1,0,0,0,57
2016-12-24,Saturday,12,16.6,0,0,0,0,0,58
2016-12-25,Sunday,12,27.8,1,1,1,0,0,72
2016-12-26,Monday,12,23.4,0,0,0,0,0,56
2016-12-27,Tuesday,12,13.4,0,1,0,0,1,57
2016-12-28,Wednesday,12,10.3,0,1,0,0,1,68
2016-12-29,Thursday,12,13.8,0,0,0,0,1,51
2016-12-30,Friday,12,14.6,1,0,0,0,1,62
2016-12-31,Saturday,12,21.3,0,1,0,0,1,71
2017-01-01,Sunday,1,8.4,1,0,1,0,0,66
2017-01-02,Monday,1,-0.6,1,1,0,0,0,62
2017-01-03,Tuesday,1,13.0,1,0,0,0,0,58
2017-01-04,Wednesday,1,-3.1,0,0,0,0,0,48
2017-01-05,Thursday,1,0.1,0,1,0,0,0,59
2017-01-06,Friday,1,5.1,0,0,0,0,0,51
2017-01-07,Saturday,1,22.6,0,0,0,0,0,56
2017-01-08,Sunday,1,8.8,0,0,0,0,0,66
2017-01-09,Monday,1,2.2,0,1,0,0,0,52
2017-01-10,Tuesday,1,27.1,0,0,0,0,0,38
2017-01-11,Wednesday,1,15.8,0,1,0,0,0,49
2017-01-12,Thursday,1,20.9,0,1,0,0,0,49
2017-01-13,Friday,1,20.6,0,0,0,0,0,57
2017-01-14,Saturday,1,14.5,1,0,0,1,0,77
2017-01-15,Sunday,1,28.8,0,0,0,1,0,52
2017-01-16,Monday,1,12.0,1,0,0,1,0,57
2017-01-17,Tuesday,1,18.5,0,1,0,0,0,56
2017-01-18,Wednesday,1,19.7,1,0,0,0,0,58
2017-01-19,Thursday,1,19.8,0,1,0,0,0,63
2017-01-20,Friday,1,2.0,0,0,0,0,0,52
2017-01-21,Saturday,1,11.3,1,1,0,0,0,61
2017-01-22,Sunday,1,20.5,0,0,0,0,0,58
2017-01-23,Monday,1,17.7,0,1,0,0,0,61
2017-01-24,Tuesday,1,24.1,0,0,0,1,0,52
2017-01-25,Wednesday,1,1.9,1,0,0,0,0,52
2017-01-26,Thursday,1,36.2,0,1,0,1,0,55
2017-01-27,Friday,1,6.4,0,0,0,0,1,64
2017-01-28,Saturday,1,24.2,0,0,0,0,1,62
2017-01-29,Sunday,1,7.8,0,1,0,0,1,57
2017-01-30,Monday,1,-2.4,0,0,0,1,1,61
2017-01-31,Tuesday,1,21.1,0,0,0,0,1,56
2017-02-01,Wednesday,2,11.4,0,0,0,0,0,58
2017-02-02,Thursday,2,16.6,0,0,0,0,0,50
2017-02-03,Friday,2,25.0,0,1,0,0,0,48
2017-02-04,Saturday,2,5.8,0,1,0,0,0,70
2017-02-05,Sunday,2,-12.6,1,0,0,0,0,70
2017-02-06,Monday,2,-6.9,0,1,0,0,0,57
2017-02-07,Tuesday,2,18.9,0,0,0,0,0,49
2017-02-08,Wednesday,2,27.5,1,0,0,0,0,58
2017-02-09,Thursday,2,20.3,0,0,0,1,0,54
2017-02-10,Friday,2,15.9,1,0,0,0,0,48
2017-02-11,Saturday,2,11.5,1,1,0,0,0,69
2017-02-12,Sunday,2,7.8,0,0,0,0,0,55
2017-02-13,Monday,2,6.0,0,0,0,0,0,47
2017-02-14,Tuesday,2,16.0,1,0,0,0,0,62
2017-02-15,Wednesday,2,19.3,0,1,0,1,0,61
2017-02-16,Thursday,2,12.2,0,1,0,1,0,62
2017-02-17,Friday,2,4.0,0,0,0,1,0,56
2017-02-18,Saturday,2,29.0,0,0,0,0,0,61
2017-02-19,Sunday,2,23.3,0,0,0,0,0,52
2017-02-20,Monday,2,5.0,0,1,0,0,0,57
2017-02-21,Tuesday,2,21.9,0,1,0,0,0,57
2017-02-22,Wednesday,2,2.2,0,0,0,0,0,53
2017-02-23,Thursday,2,8.2,0,0,0,0,0,51
2017-02-24,Friday,2,-0.5,0,0,0,0,0,51
2017-02-25,Saturday,2,-5.4,1,0,0,0,0,59
2017-02-26,Sunday,2,38.7,0,0,0,0,0,39
2017-02-27,Monday,2,16.9,0,0,0,0,1,53
2017-02-28,Tuesday,2,16.9,0,0,0,0,1,55
2017-03-01,Wednesday,3,51.2,0,0,0,0,0,42
2017-03-02,Thursday,3,32.5,0,0,0,0,0,52
2017-03-03,Friday,3,42.7,0,0,0,0,0,53
2017-03-04,Saturday,3,33.3,0,0,0,0,0,57
2017-03-05,Sunday,3,40.0,0,0,0,0,0,41
2017-03-06,Monday,3,40.1,0,0,0,0,0,40
2017-03-07,Tuesday,3,34.3,1,0,0,0,0,41
2017-03-08,Wednesday,3,36.6,0,0,0,1,0,44
2017-03-09,Thursday,3,31.2,0,0,0,0,0,51
2017-03-10,Friday,3,30.1,0,0,0,0,0,34
2017-03-11,Saturday,3,26.8,1,0,0,0,0,53
2017-03-12,Sunday,3,46.4,0,0,0,0,0,52
2017-03-13,Monday,3,37.7,0,0,0,0,0,40
2017-03-14,Tuesday,3,49.0,1,0,0,0,0,43
2017-03-15,Wednesday,3,36.1,0,0,0,0,0,40
2017-03-16,Thursday,3,43.5,0,0,0,0,0,39
2017-03-17,Friday,3,33.4,0,0,0,0,0,46
2017-03-18,Saturday,3,40.1,0,0,0,0,0,45
2017-03-19,Sunday,3,29.7,0,0,0,0,0,46
2017-03-20,Monday,3,33.7,0,0,0,0,0,41
2017-03-21,Tuesday,3,41.4,0,0,0,0,0,37
2017-03-22,Wednesday,3,38.9,1,0,0,0,0,37
2017-03-23,Thursday,3,29.1,1,0,0,0,0,49
2017-03-24,Friday,3,50.1,0,0,0,0,0,35
2017-03-25,Saturday,3,49.1,0,0,0,0,0,43
2017-03-26,Sunday,3,37.5,0,0,0,0,0,41
2017-03-27,Monday,3,29.8,1,0,0,0,1,61
2017-03-28,Tuesday,3,40.3,0,0,0,0,1,34
2017-03-29,Wednesday,3,45.5,0,0,0,0,1,45
2017-03-30,Thursday,3,48.8,0,0,0,0,1,38
2017-03-31,Friday,3,47.5,1,0,0,0,1,53
2017-04-01,Saturday,4,30.9,0,0,0,0,0,54
2017-04-02,Sunday,4,30.7,0,0,0,0,0,56
2017-04-03,Monday,4,47.5,0,0,0,0,0,34
2017-04-04,Tuesday,4,36.1,0,0,0,0,0,38
2017-04-05,Wednesday,4,47.7,0,0,0,0,0,40
2017-04-06,Thursday,4,44.6,0,0,0,0,0,40
2017-04-07,Friday,4,31.3,0,0,0,0,0,48
2017-04-08,Saturday,4,39.4,1,0,0,0,0,57
2017-04-09,Sunday,4,40.5,0,0,0,0,0,44
2017-04-10,Monday,4,53.4,0,0,0,0,0,32
2017-04-11,Tuesday,4,26.4,0,0,0,0,0,44
2017-04-12,Wednesday,4,33.4,0,0,0,0,0,40
2017-04-13,Thursday,4,25.3,0,0,0,1,0,42
2017-04-14,Friday,4,24.1,1,0,0,0,0,57
2017-04-15,Saturday,4,40.1,0,0,0,0,0,38
2017-04-16,Sunday,4,34.4,0,0,0,0,0,53
2017-04-17,Monday,4,42.7,1,0,0,0,0,39
2017-04-18,Tuesday,4,41.5,0,0,0,0,0,32
2017-04-19,Wednesday,4,38.2,0,0,0,0,0,39
2017-04-20,Thursday,4,34.1,0,0,0,0,0,48
2017-04-21,Friday,4,36.2,0,0,0,0,0,44
2017-04-22,Saturday,4,37.2,0,0,0,0,0,43
2017-04-23,Sunday,4,31.4,0,0,0,0,0,51
2017-04-24,Monday,4,44.7,0,0,0,0,0,37
2017-04-25,Tuesday,4,27.0,0,0,0,1,0,50
2017-04-26,Wednesday,4,38.1,1,0,0,0,0,37
2017-04-27,Thursday,4,40.7,0,0,0,0,1,42
2017-04-28,Friday,4,46.2,0,0,0,0,1,48
2017-04-29,Saturday,4,44.0,0,0,0,0,1,51
2017-04-30,Sunday,4,48.8,0,0,0,0,1,53
2017-05-01,Monday,5,62.2,1,0,0,0,0,36
2017-05-02,Tuesday,5,66.5,0,0,0,0,0,39
2017-05-03,Wednesday,5,54.3,0,0,0,0,0,36
2017-05-04,Thursday,5,65.2,0,0,0,0,0,43
2017-05-05,Friday,5,67.3,0,0,0,0,0,40
2017-05-06,Saturday,5,65.8,0,0,0,0,0,37
2017-05-07,Sunday,5,60.4,0,0,0,0,0,45
2017-05-08,Monday,5,49.7,1,0,0,0,0,35
2017-05-09,Tuesday,5,53.0,0,0,0,0,0,37
2017-05-10,Wednesday,5,54.3,0,0,0,0,0,33
2017-05-11,Thursday,5,51.8,1,0,0,0,0,42
2017-05-12,Friday,5,68.4,0,0,0,0,0,38
2017-05-13,Saturday,5,62.5,0,0,0,0,0,45
2017-05-14,Sunday,5,61.3,1,0,0,0,0,46
2017-05-15,Monday,5,54.9,0,0,0,1,0,49
2017-05-16,Tuesday,5,61.0,1,0,0,0,0,42
2017-05-17,Wednesday,5,59.3,0,0,0,1,0,41
2017-05-18,Thursday,5,53.5,1,0,0,0,0,41
2017-05-19,Friday,5,46.7,0,0,0,0,0,39
2017-05-20,Saturday,5,46.7,0,0,0,1,0,50
2017-05-21,Sunday,5,67.6,1,0,0,1,0,64
2017-05-22,Monday,5,58.8,1,0,0,0,0,38
2017-05-23,Tuesday,5,48.5,0,0,0,0,0,40
2017-05-24,Wednesday,5,72.1,0,0,0,0,0,40
2017-05-25,Thursday,5,66.9,0,0,0,0,0,40
2017-05-26,Friday,5,64.6,0,0,0,0,0,31
2017-05-27,Saturday,5,69.2,1,0,0,0,1,51
2017-05-28,Sunday,5,67.9,0,0,0,0,1,50
2017-05-29,Monday,5,62.9,1,0,0,0,1,52
2017-05-30,Tuesday,5,47.1,0,0,0,0,1,35
2017-05-31,Wednesday,5,59.4,0,0,0,0,1,46
2017-06-01,Thursday,6,72.7,1,0,0,0,0,41
2017-06-02,Friday,6,67.0,0,0,0,0,0,38
2017-06-03,Saturday,6,57.8,0,0,0,0,0,40
2017-06-04,Sunday,6,60.6,1,0,0,0,0,41
2017-06-05,Monday,6,57.4,0,0,0,0,0,32
2017-06-06,Tuesday,6,52.0,1,0,0,0,0,40
2017-06-07,Wednesday,6,61.6,0,0,0,0,0,35
2017-06-08,Thursday,6,55.5,0,0,0,0,0,39
2017-06-09,Friday,6,65.6,0,0,0,1,0,45
2017-06-10,Saturday,6,57.4,1,0,0,0,0,59
2017-06-11,Sunday,6,54.2,0,0,0,0,0,54
2017-06-12,Monday,6,53.6,0,0,0,0,0,38
2017-06-13,Tuesday,6,65.4,1,0,0,0,0,32
2017-06-14,Wednesday,6,72.3,0,0,0,0,0,42
2017-06-15,Thursday,6,62.0,0,0,0,0,0,34
2017-06-16,Friday,6,61.5,0,0,0,0,0,37
2017-06-17,Saturday,6,54.7,0,0,0,0,0,48
2017-06-18,Sunday,6,64.6,0,0,0,0,0,44
2017-06-19,Monday,6,55.1,0,0,0,0,0,48
2017-06-20,Tuesday,6,60.6,0,0,0,0,0,38
2017-06-21,Wednesday,6,69.1,0,0,0,0,0,34
2017-06-22,Thursday,6,56.2,0,0,0,0,0,40
2017-06-23,Friday,6,56.4,1,0,0,0,0,42
2017-06-24,Saturday,6,58.7,1,0,0,0,0,58
2017-06-25,Sunday,6,66.0,0,0,0,0,0,40
2017-06-26,Monday,6,45.5,0,0,0,0,0,39
2017-06-27,Tuesday,6,57.0,0,0,0,0,1,44
2017-06-28,Wednesday,6,64.3,0,0,0,1,1,51
2017-06-29,Thursday,6,56.2,0,0,0,0,1,48
2017-06-30,Friday,6,57.2,1,0,0,0,1,56
2017-07-01,Saturday,7,77.7,0,0,0,0,0,47
2017-07-02,Sunday,7,64.0,0,0,0,0,0,42
2017-07-03,Monday,7,78.0,1,0,0,0,0,42
2017-07-04,Tuesday,7,72.0,0,0,1,0,0,55
2017-07-05,Wednesday,7,69.4,1,0,0,0,0,51
2017-07-06,Thursday,7,75.0,0,0,0,0,0,35
2017-07-07,Friday,7,67.6,0,0,0,0,0,43
2017-07-08,Saturday,7,65.9,0,0,0,0,0,38
2017-07-09,Sunday,7,67.7,0,0,0,0,0,47
2017-07-10,Monday,7,74.1,0,0,0,0,0,34
2017-07-11,Tuesday,7,75.1,0,0,0,0,0,33
2017-07-12,Wednesday,7,75.1,1,0,0,0,0,43
2017-07-13,Thursday,7,72.0,0,0,0,0,0,50
2017-07-14,Friday,7,78.3,0,0,0,0,0,30
2017-07-15,Saturday,7,78.7,1,0,0,0,0,52
2017-07-16,Sunday,7,82.1,1,0,0,0,0,44
2017-07-17,Monday,7,83.8,0,0,0,0,0,40
2017-07-18,Tuesday,7,70.5,1,0,0,0,0,44
2017-07-19,Wednesday,7,79.3,0,0,0,0,0,46
2017-07-20,Thursday,7,68.2,1,0,0,0,0,46
2017-07-21,Friday,7,77.9,0,0,0,0,0,32
2017-07-22,Saturday,7,80.0,0,0,0,0,0,50
2017-07-23,Sunday,7,66.7,0,0,0,0,0,45
2017-07-24,Monday,7,73.5,1,0,0,0,0,46
2017-07-25,Tuesday,7,65.8,0,0,0,0,0,39
2017-07-26,Wednesday,7,72.7,1,0,0,0,0,43
2017-07-27,Thursday,7,66.4,1,0,0,0,1,39
2017-07-28,Friday,7,79.7,0,0,0,0,1,48
2017-07-29,Saturday,7,78.1,0,0,0,0,1,43
2017-07-30,Sunday,7,69.8,1,0,0,0,1,53
2017-07-31,Monday,7,75.2,0,0,0,0,1,44
2017-08-01,Tuesday,8,68.7,0,0,0,0,0,33
2017-08-02,Wednesday,8,81.2,0,0,0,0,0,37
2017-08-03,Thursday,8,79.7,0,0,0,0,0,35
2017-08-04,Friday,8,81.6,0,0,0,0,0,41
2017-08-05,Saturday,8,69.3,0,0,0,0,0,39
2017-08-06,Sunday,8,73.0,1,0,0,0,0,44
2017-08-07,Monday,8,82.9,1,0,0,0,0,41
2017-08-08,Tuesday,8,66.8,0,0,0,0,0,37
2017-08-09,Wednesday,8,83.2,0,0,0,0,0,38
2017-08-10,Thursday,8,78.2,1,0,0,0,0,31
2017-08-11,Friday,8,70.0,0,0,0,0,0,33
2017-08-12,Saturday,8,71.3,1,0,0,0,0,44
2017-08-13,Sunday,8,72.5,0,0,0,0,0,56
2017-08-14,Monday,8,87.2,0,0,0,0,0,45
2017-08-15,Tuesday,8,73.0,0,0,0,0,0,35
2017-08-16,Wednesday,8,77.5,0,0,0,0,0,36
2017-08-17,Thursday,8,65.2,1,0,0,0,0,45
2017-08-18,Friday,8,70.7,0,0,0,0,0,37
2017-08-19,Saturday,8,67.5,0,0,0,0,0,42
2017-08-20,Sunday,8,84.7,1,0,0,0,0,53
2017-08-21,Monday,8,79.0,0,0,0,0,0,35
2017-08-22,Tuesday,8,75.3,0,0,0,0,0,45
2017-08-23,Wednesday,8,87.2,0,0,0,0,0,36
2017-08-24,Thursday,8,79.2,0,0,0,0,0,35
2017-08-25,Friday,8,81.5,0,0,0,0,0,31
2017-08-26,Saturday,8,84.8,0,0,0,0,0,45
2017-08-27,Sunday,8,67.1,0,0,0,0,1,50
2017-08-28,Monday,8,70.4,0,0,0,0,1,42
2017-08-29,Tuesday,8,70.9,0,0,0,0,1,49
2017-08-30,Wednesday,8,82.3,0,0,0,1,1,54
2017-08-31,Thursday,8,76.0,0,0,0,0,1,38
2017-09-01,Friday,9,55.9,0,0,0,0,0,41
2017-09-02,Saturday,9,62.8,1,0,0,0,0,52
2017-09-03,Sunday,9,63.1,0,0,0,0,0,48
2017-09-04,Monday,9,47.4,0,0,0,0,0,37
2017-09-05,Tuesday,9,59.2,0,0,0,0,0,39
2017-09-06,Wednesday,9,54.6,1,0,0,0,0,39
2017-09-07,Thursday,9,51.7,0,0,0,1,0,44
2017-09-08,Friday,9,58.1,0,0,0,0,0,49
2017-09-09,Saturday,9,63.3,0,0,0,0,0,43
2017-09-10,Sunday,9,45.9,0,0,0,0,0,51
2017-09-11,Monday,9,58.9,1,0,0,0,0,38
2017-09-12,Tuesday,9,48.7,0,0,0,0,0,38
2017-09-13,Wednesday,9,52.0,1,0,0,0,0,41
2017-09-14,Thursday,9,63.8,0,0,0,0,0,38
2017-09-15,Friday,9,67.0,0,0,0,0,0,45
2017-09-16,Saturday,9,51.9,0,0,0,0,0,40
2017-09-17,Sunday,9,70.1,0,0,0,0,0,49
2017-09-18,Monday,9,67.2,0,0,0,0,0,34
2017-09-19,Tuesday,9,66.2,0,0,0,0,0,36
2017-09-20,Wednesday,9,66.1,1,0,0,0,0,48
2017-09-21,Thursday,9,58.0,0,0,0,0,0,39
2017-09-22,Friday,9,54.4,0,0,0,0,0,40
2017-09-23,Saturday,9,59.9,0,0,0,0,0,49
2017-09-24,Sunday,9,58.5,0,0,0,0,0,40
2017-09-25,Monday,9,76.3,0,0,0,0,0,35
2017-09-26,Tuesday,9,62.1,0,0,0,0,0,36
2017-09-27,Wednesday,9,62.4,1,0,0,1,1,58
2017-09-28,Thursday,9,61.5,0,0,0,0,1,46
2017-09-29,Friday,9,51.8,1,0,0,0,1,52
2017-09-30,Saturday,9,51.5,1,0,0,0,1,44
2017-10-01,Sunday,10,58.1,0,0,0,0,0,47
2017-10-02,Monday,10,48.9,0,0,0,0,0,35
2017-10-03,Tuesday,10,68.1,0,0,0,0,0,42
2017-10-04,Wednesday,10,51.5,0,0,0,0,0,37
2017-10-05,Thursday,10,64.5,0,0,0,0,0,36
2017-10-06,Friday,10,46.3,0,0,0,0,0,39
2017-10-07,Saturday,10,60.1,1,0,0,1,0,56
2017-10-08,Sunday,10,56.2,0,0,0,0,0,43
2017-10-09,Monday,10,50.2,0,0,0,0,0,39
2017-10-10,Tuesday,10,62.0,1,0,0,0,0,41
2017-10-11,Wednesday,10,56.8,0,0,0,0,0,42
2017-10-12,Thursday,10,63.0,0,0,0,0,0,36
2017-10-13,Friday,10,39.7,0,0,0,0,0,41
2017-10-14,Saturday,10,50.1,0,0,0,0,0,42
2017-10-15,Sunday,10,73.4,0,0,0,0,0,45
2017-10-16,Monday,10,63.4,0,0,0,0,0,40
2017-10-17,Tuesday,10,49.3,0,0,0,0,0,46
2017-10-18,Wednesday,10,54.5,0,0,0,0,0,41
2017-10-19,Thursday,10,56.7,0,0,0,0,0,37
2017-10-20,Friday,10,56.8,0,0,0,0,0,39
2017-10-21,Saturday,10,65.3,1,0,0,0,0,48
2017-10-22,Sunday,10,69.4,1,0,0,0,0,46
2017-10-23,Monday,10,65.8,0,0,0,0,0,45
2017-10-24,Tuesday,10,60.0,1,0,0,0,0,32
2017-10-25,Wednesday,10,59.6,0,0,0,0,0,44
2017-10-26,Thursday,10,53.2,0,0,0,0,0,32
2017-10-27,Friday,10,62.5,1,0,0,0,1,39
2017-10-28,Saturday,10,52.8,1,0,0,1,1,61
2017-10-29,Sunday,10,61.3,1,0,0,0,1,59
2017-10-30,Monday,10,53.2,0,0,0,0,1,51
2017-10-31,Tuesday,10,62.3,0,0,0,0,1,37
2017-11-01,Wednesday,11,37.9,1,0,0,0,0,46
2017-11-02,Thursday,11,45.8,1,0,0,0,0,31
2017-11-03,Friday,11,45.3,0,0,0,0,0,39
2017-11-04,Saturday,11,42.7,0,0,0,0,0,45
2017-11-05,Sunday,11,39.8,0,0,0,1,0,54
2017-11-06,Monday,11,41.3,0,0,0,0,0,43
2017-11-07,Tuesday,11,30.5,0,0,0,0,0,41
2017-11-08,Wednesday,11,41.4,0,0,0,0,0,35
2017-11-09,Thursday,11,52.2,1,0,0,0,0,45
2017-11-10,Friday,11,41.0,1,0,0,0,0,38
2017-11-11,Saturday,11,42.5,0,0,0,0,0,48
2017-11-12,Sunday,11,41.8,0,0,0,0,0,41
2017-11-13,Monday,11,48.1,1,0,0,0,0,45
2017-11-14,Tuesday,11,56.8,0,0,0,0,0,44
2017-11-15,Wednesday,11,34.8,1,0,0,0,0,49
2017-11-16,Thursday,11,38.0,0,0,0,0,0,37
2017-11-17,Friday,11,53.9,1,0,0,0,0,30
2017-11-18,Saturday,11,33.6,0,0,0,1,0,60
2017-11-19,Sunday,11,36.3,0,0,0,1,0,49
2017-11-20,Monday,11,43.9,0,0,0,0,0,40
2017-11-21,Tuesday,11,43.9,0,0,0,0,0,43
2017-11-22,Wednesday,11,42.7,0,0,0,0,0,44
2017-11-23,Thursday,11,23.5,0,0,1,0,0,60
2017-11-24,Friday,11,27.7,0,0,0,0,0,45
2017-11-25,Saturday,11,39.5,1,0,0,0,0,49
2017-11-26,Sunday,11,40.9,0,0,0,0,0,50
2017-11-27,Monday,11,33.0,0,0,0,0,1,57
2017-11-28,Tuesday,11,44.4,0,0,0,0,1,42
2017-11-29,Wednesday,11,24.8,0,0,0,0,1,52
2017-11-30,Thursday,11,52.3,0,0,0,0,1,38
2017-12-01,Friday,12,17.8,0,0,0,0,0,44
2017-12-02,Saturday,12,17.3,1,0,0,0,0,56
2017-12-03,Sunday,12,14.3,1,0,0,1,0,66
2017-12-04,Monday,12,0.2,0,0,0,0,0,52
2017-12-05,Tuesday,12,12.5,0,0,0,0,0,53
2017-12-06,Wednesday,12,35.3,0,0,0,0,0,33
2017-12-07,Thursday,12,26.8,0,0,0,0,0,35
2017-12-08,Friday,12,11.8,0,1,0,0,0,57
2017-12-09,Saturday,12,25.6,1,0,0,0,0,51
2017-12-10,Sunday,12,19.8,1,0,0,0,0,55
2017-12-11,Monday,12,4.2,1,1,0,0,0,56
2017-12-12,Tuesday,12,22.8,1,1,0,0,0,57
2017-12-13,Wednesday,12,15.5,0,0,0,0,0,44
2017-12-14,Thursday,12,17.0,0,1,0,0,0,52
2017-12-15,Friday,12,10.2,0,1,0,0,0,56
2017-12-16,Saturday,12,13.3,0,0,0,0,0,60
2017-12-17,Sunday,12,19.3,0,0,0,0,0,57
2017-12-18,Monday,12,-3.4,0,1,0,0,0,49
2017-12-19,Tuesday,12,14.6,0,0,0,0,0,41
2017-12-20,Wednesday,12,13.5,1,1,0,0,0,60
2017-12-21,Thursday,12,8.8,0,0,0,0,0,55
2017-12-22,Friday,12,16.8,0,1,0,0,0,58
2017-12-23,Saturday,12,15.3,0,0,0,0,0,56
2017-12-24,Sunday,12,27.7,0,0,0,0,0,47
2017-12-25,Monday,12,28.3,1,0,1,0,0,59
2017-12-26,Tuesday,12,10.6,0,0,0,0,0,53
2017-12-27,Wednesday,12,31.0,0,1,0,0,1,55
2017-12-28,Thursday,12,12.6,1,1,0,0,1,64
2017-12-29,Friday,12,31.2,0,0,0,0,1,51
2017-12-30,Saturday,12,17.3,0,0,0,0,1,56
2017-12-31,Sunday,12,12.0,0,0,0,1,1,60
2018-01-01,Monday,1,12.8,1,0,1,0,0,61
2018-01-02,Tuesday,1,30.3,0,0,0,0,0,50
2018-01-03,Wednesday,1,22.7,0,0,0,0,0,52
2018-01-04,Thursday,1,9.6,1,0,0,0,0,57
2018-01-05,Friday,1,24.5,1,0,0,0,0,53
2018-01-06,Saturday,1,0.1,0,1,0,0,0,66
2018-01-07,Sunday,1,17.5,0,1,0,0,0,56
2018-01-08,Monday,1,40.4,1,1,0,0,0,45
2018-01-09,Tuesday,1,2.5,1,1,0,0,0,60
2018-01-10,Wednesday,1,14.2,0,1,0,0,0,64
2018-01-11,Thursday,1,19.2,1,0,0,1,0,49
2018-01-12,Friday,1,9.6,1,1,0,0,0,57
2018-01-13,Saturday,1,25.3,1,0,0,1,0,63
2018-01-14,Sunday,1,23.5,0,1,0,0,0,63
2018-01-15,Monday,1,32.5,0,0,0,0,0,41
2018-01-16,Tuesday,1,33.3,0,0,0,0,0,43
2018-01-17,Wednesday,1,15.9,1,0,0,0,0,47
2018-01-18,Thursday,1,21.7,0,0,0,0,0,45
2018-01-19,Friday,1,3.9,0,0,0,0,0,44
2018-01-20,Saturday,1,25.1,1,1,0,0,0,61
2018-01-21,Sunday,1,27.1,0,0,0,0,0,60
2018-01-22,Monday,1,23.5,1,1,0,1,0,68
2018-01-23,Tuesday,1,25.1,0,0,0,0,0,48
2018-01-24,Wednesday,1,15.9,0,0,0,0,0,50
2018-01-25,Thursday,1,16.8,0,1,0,0,0,56
2018-01-26,Friday,1,35.3,0,1,0,0,0,49
2018-01-27,Saturday,1,9.1,1,1,0,0,1,65
2018-01-28,Sunday,1,18.6,1,1,0,0,1,76
2018-01-29,Monday,1,34.8,0,0,0,0,1,50
2018-01-30,Tuesday,1,8.1,1,1,0,0,1,60
2018-01-31,Wednesday,1,9.6,1,0,0,0,1,55
2018-02-01,Thursday,2,22.9,1,1,0,0,0,64
2018-02-02,Friday,2,7.3,0,0,0,1,0,57
2018-02-03,Saturday,2,5.5,0,1,0,0,0,60
2018-02-04,Sunday,2,19.8,1,1,0,1,0,79
2018-02-05,Monday,2,15.0,0,0,0,0,0,41
2018-02-06,Tuesday,2,33.6,0,1,0,0,0,53
2018-02-07,Wednesday,2,20.7,1,0,0,0,0,52
2018-02-08,Thursday,2,0.9,1,1,0,0,0,59
2018-02-09,Friday,2,22.2,0,0,0,0,0,52
2018-02-10,Saturday,2,31.2,1,0,0,0,0,56
2018-02-11,Sunday,2,8.3,0,1,0,0,0,54
2018-02-12,Monday,2,41.0,1,1,0,0,0,43
2018-02-13,Tuesday,2,8.3,1,1,0,0,0,63
2018-02-14,Wednesday,2,26.2,0,0,0,0,0,40
2018-02-15,Thursday,2,-1.4,0,0,0,0,0,51
2018-02-16,Friday,2,11.5,1,0,0,1,0,60
2018-02-17,Saturday,2,14.7,0,1,0,0,0,52
2018-02-18,Sunday,2,23.0,0,0,0,0,0,56
2018-02-19,Monday,2,18.1,1,1,0,0,0,53
2018-02-20,Tuesday,2,4.0,1,0,0,0,0,49
2018-02-21,Wednesday,2,32.3,1,1,0,0,0,54
2018-02-22,Thursday,2,28.1,0,1,0,0,0,52
2018-02-23,Friday,2,35.2,0,0,0,0,0,43
2018-02-24,Saturday,2,32.6,1,0,0,0,0,56
2018-02-25,Sunday,2,32.2,0,0,0,0,0,48
2018-02-26,Monday,2,3.1,0,0,0,0,0,52
2018-02-27,Tuesday,2,17.7,0,1,0,0,1,67
2018-02-28,Wednesday,2,17.4,1,1,0,0,1,67
2018-03-01,Thursday,3,38.6,1,0,0,0,0,38
2018-03-02,Friday,3,38.7,1,0,0,0,0,41
2018-03-03,Saturday,3,38.0,0,0,0,1,0,45
2018-03-04,Sunday,3,28.2,0,0,0,0,0,50
2018-03-05,Monday,3,46.7,1,0,0,0,0,48
2018-03-06,Tuesday,3,40.4,0,0,0,0,0,44
2018-03-07,Wednesday,3,51.2,0,0,0,0,0,46
2018-03-08,Thursday,3,47.2,1,0,0,0,0,41
2018-03-09,Friday,3,33.8,0,0,0,0,0,47
2018-03-10,Saturday,3,44.2,1,0,0,0,0,51
2018-03-11,Sunday,3,44.5,0,0,0,0,0,46
2018-03-12,Monday,3,49.2,1,0,0,0,0,32
2018-03-13,Tuesday,3,44.6,0,0,0,0,0,40
2018-03-14,Wednesday,3,39.0,1,0,0,0,0,38
2018-03-15,Thursday,3,48.9,0,0,0,0,0,42
2018-03-16,Friday,3,42.7,0,0,0,0,0,36
2018-03-17,Saturday,3,38.3,0,0,0,0,0,45
2018-03-18,Sunday,3,38.4,1,0,0,0,0,48
2018-03-19,Monday,3,43.3,0,0,0,0,0,36
2018-03-20,Tuesday,3,32.8,0,0,0,0,0,54
2018-03-21,Wednesday,3,47.1,1,0,0,0,0,47
2018-03-22,Thursday,3,30.4,0,0,0,0,0,35
2018-03-23,Friday,3,37.1,0,0,0,0,0,38
2018-03-24,Saturday,3,47.3,1,0,0,0,0,42
2018-03-25,Sunday,3,49.3,0,0,0,1,0,48
2018-03-26,Monday,3,33.6,0,0,0,0,0,50
2018-03-27,Tuesday,3,38.9,0,0,0,0,1,41
2018-03-28,Wednesday,3,42.7,1,0,0,0,1,40
2018-03-29,Thursday,3,39.3,1,0,0,0,1,34
2018-03-30,Friday,3,40.1,0,0,0,0,1,46
2018-03-31,Saturday,3,36.4,0,0,0,0,1,53
